Crop,group,Hub,Country,Site,Processes,SAP Site ID,SiteID,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,
soybean,Foundation and Commercial,North America,USA,"Beaman: Iowa",,,2511,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn,commercial,North America,USA,"Boone: Iowa",,,2512,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
soybean,commercial,North America,USA,"Centralia: Illinois",,,2057,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
soybean,commercial,North America,USA,"Clarion: Iowa",,,2050,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn,commercial,North America,USA,"Constantine: Michigan",,,2552,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,USA,"Constantine: Michigan",,,1748,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
sorghum,Foundation and Commercial,North America,USA,"Dumas: Texas",,,2539,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,
corn,commercial,North America,USA,"Farmer City: Illinois",,,2065,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,USA,"Grinnell: Iowa",,,2515,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
cotton,commercial,North America,USA,"Hollandale: Mississippi",,,2358,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,,,
corn,commercial,North America,USA,"Illiopolis: Illinois",,,2504,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,USA,"Kearney: Nebraska",,,2532,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
canola,canola,North America,Canada,"Lethbridge: AL",,,5163,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,,,,
corn,commercial,North America,Mexico,"Los Mochis: Mexico",,,7277,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
cotton,commercial,North America,USA,"Lubbock: TX",,,TBD,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,,,
soybean,commercial,North America,USA,"Marshall: Missouri",,,2564,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
soybean,Foundation and Commercial,North America,USA,"Mason City: Illinois",,,2505,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
soybean,Foundation and Commercial,North America,USA,"Matthews: Missouri",,,2080,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn,commercial,North America,Mexico,"Nextipac: Mexico",,,2603,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
soybean,commercial,North America,USA,"Redwood Falls: Minnesota",,,2101,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn,commercial,North America,USA,"Remington: Indiana",,,2580,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
soybean,commercial,North America,USA,"Stonington: Illinois",,,1982,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn,warehouse,North America,USA,"Storm Lake: IA",,,2520,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,Mexico,"Villagran: Mexico",,,7279,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,USA,"Waco: Nebraska",,,1155,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
corn,commercial,North America,USA,"Waterman: Illinois",,,2508,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,
soybean,commercial,North America,USA,"West Fargo: North Dakota",,,2069,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
soybean,commercial,North America,USA,"Windfall: Indiana",,,2527,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,
corn - Summer,commercial,South America,Brazil,"Campo Verde: Brazil",Commercial,1222,6908,,,,,,P,P,P,IS,IS,HV,HV,,,,,,P,P,P,IS,IS,HV,HV,,,,
corn - Winter,,South America,Brazil,"Campo Verde: Brazil",Commercial,1222,6908,P,P,P,IS,IS,HV,HV,HV,,,,,P,P,P,IS,IS,HV,HV,HV,,,,,,,,
corn - Summer,commercial,South America,Brazil,"Ipua: Brazil",Commercial,1182,6858,HV,HV,,,,,P,P,P,IS,IS,HV,HV,HV,,,,,P,P,P,IS,IS,HV,,,,
corn - Winter,,South America,Brazil,"Ipua: Brazil",Commercial,1182,6858,P,P,P,IS,IS,IS,HV,HV,HV,,,,P,P,P,IS,IS,IS,HV,HV,HV,,,,,,,
corn - Summer,commercial,South America,Brazil,"Itai: Brazil",Commercial,1173,6872,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,,,,
corn - Winter,,South America,Brazil,"Itai: Brazil",Commercial,1173,6872,P,IS,IS,IS,HV,HV,,,,,P,P,P,IS,IS,IS,HV,HV,,,,,P,P,,,,
corn,"corn: soy and canola winter production for NA; corn foundation production for Chile; corn domestic production for Chile",South America,Chile,"Paine: Chile",,,5343,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,,,,
soybean,"corn: soy and canola winter production for NA; corn foundation production for Chile; corn domestic production for Chile",South America,Chile,"Paine: Chile",,,5343,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,,,,
canola,"corn: soy and canola winter production for NA; corn foundation production for Chile; corn domestic production for Chile",South America,Chile,"Paine: Chile",,,5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corn - Summer,commercial,South America,Brazil,"Paracatu",Commercial,1040,6886,,,,,,,P,P,P,P,IS,IS,IS,HV,HV,HV,,,P,P,P,P,IS,IS,,,,
corn - Winter,,South America,Brazil,"Paracatu: Brazil",Commercial,1040,6886,P,P,P,P,IS,IS,HV,HV,HV,HV,,,P,P,P,P,IS,IS,HV,HV,HV,HV,,,,,,
corn,commercial,South America,Argentina,"Rojas: Argentina North",Commercial,1086,2589,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,,,,
corn,,South America,Argentina,"Rojas: Argentina Corn Belt",Commercial,1086,2589,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,,,,
corn,,South America,Argentina,"Rojas: Argentina South",Commercial,1086,2589,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,IS,,,,
corn,,South America,Argentina,"Rojas: Argentina Center North",Commercial,1086,2589,IS,IS,IS,HV,HV,,,,,,P,P,IS,IS,IS,HV,HV,,,,,,P,P,,,,
corn - Summer,commercial,South America,Brazil,"Santa Helena de Goias: Brazil",Commercial,1076,6882,IS,HV,HV,HV,,,P,P,P,P,IS,IS,IS,HV,HV,HV,,,P,P,P,P,IS,IS,,,,
corn - Winter,,South America,Brazil,"Santa Helena de Goias: Brazil",Commercial,1076,6882,P,P,P,IS,IS,IS,HV,HV,HV,,,,P,P,P,IS,IS,IS,HV,HV,HV,,,,,,,
corn - Summer,commercial,South America,Brazil,"Uberlandia: Brazil",Commercial,1183,6209,IS,HV,HV,HV,,,P,P,P,P,IS,IS,IS,HV,HV,HV,,,P,P,P,P,IS,IS,,,,
corn - Winter,,South America,Brazil,"Uberlandia: Brazil",Commercial,1183,6209,P,P,P,IS,IS,IS,HV,HV,HV,,,,P,P,P,IS,IS,IS,HV,HV,HV,,,,,,,
corn,,South America,Brazil,"Cachoeira Dourada: Brazil",Foundation,1160,6874,,P,P,P,IS,HV,HV,HV,,,,,,P,P,P,IS,HV,HV,HV,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
